manuscript-plate-fragment,identifier
4Q266-701-1,a1abe9b597cc5386e92cd67cc05638e1540a5e6da4ed26b7d50dcb67c5fee11e
4Q266-701-2,48ee979a070f56fb9dd498e61a8972756c1393dcad10de6eab03ed578bebf65d
4Q266-701-3,e846e0de1f906f422275d02c4dec15e6572d6acdb3db85be030ab0045c9f92e7
4Q266-701-4,6bc16ceb5df76a53de2354f6beea04061f8446a49dc193a21529ae29cf6e286d
4Q266-701-5,3efb8e03b7475fabeaab58d4cc83ec843d9ebae2814f7b3a320bf38e445f5b65
4Q266-701-6,2425f787637b25db534fd9edb6d4188eaefcb0991efa1392430f0fb6f43c370f
4Q266-707-1,7dbfbf63c7bc93c306d869a8a8f56fc36c1d2fc307e9cdc8a95df400f2bf6cb0
4Q266-707-2,25a97238f1f04b32c8e35fc12d57cf781a8064bd1acdc792e8fa88df8115d4aa
4Q266-707-3,c896902402c4d53906809de9d218ae998817f34dcdf3a444e7922d387b63d209
4Q266-707-4,1a2bd4572c6254bdbab6d422f7f15afae391777e5446639c72638c76d900b26f
4Q266-707-5,f6935050d7f2f798a63e8945992045437adcd512a0e73a52ba25e658e7a3f6f8
4Q267-106-1,5c7f051a780fd2803cf20a1a912c8f6b2fcf873b13e000d3b1e215fd03cb6d1a
4Q267-106-2,d2cd409cdbf9fb50cef8e54b314e79c016a8d46362d0426fe5a9cd0023d757bd
4Q267-106-3,5ace1747b1a7723fb97037a5f1aa0b3c6ac30c35dcfc92e40bdeacb8bb6db32e
4Q267-106-4,6ee666037fe45a0f4fad6f839a6aacbfab34a625290f300177781d9b88569ac8
4Q267-106-5,c267df924934b0be6e238306cb4e4ebacd81450f4a18c015185a64f13dffee7
4Q267-106-6,2c2432afbead9b8e27e3f1d12d926844d0d554c2ab001c566fc54829519fe2d8
4Q267-106-7,99fa5afa237d47ecb6f40c285461456345170fb2f8605c717419471a6fdb80d6
4Q267-106-8,b9be17b38306ae46173238dc442fa7281e22de85747be30b4165e7e9b271abb2
4Q267-106-9,8f4ca4b1aab115455f0484c972246e7c510761cbb4b3697508582bd4d30eea0f
4Q267-106-10,28f0bbaa888bb57d6648f2fbc34ad1ae9ea6aa9736d693868741ab5ee4e7e0c7
4Q267-106-11,56db763d604ccb0f5e1a8dd59382993f4a29bd20cc0b26d5f157c3a2819648
4Q267-106-12,1fbd0b710e16facb4e3153302368b678cfd5d427d085a3348b0ef2cadf3b3877
4Q267-106-13,b3f3a667391949cc922f75ccc192ab329119b3571b40f10c7dfb72c04e1cd316
4Q267-106-14,3dbcd60ec4ca3a7a54e7cc45d5c82888379b585afc6225b4c54097621ab211b0
4Q267-107-1,beda333898611d0fafb550e97b1053f23b17a92c04d3e9daa4d4773e7dd09576
4Q267-107-2,246603a314eec152b09c6e43150019e27aaea11eaa545a58060bcdcfb0b63dc0
4Q267-107-3,8853d866bf4589333a22a6b217c36d53eef0f438ce17a71e144da17f4f40ce59
4Q267-107-4,d2a09ad442785e7cc0b6c7c3bff20f2e7ce2ab042d9451a7ba729fbaa4b5ba76
4Q267-107-5,c8afe2f88968ca070899240a21e20797568580ce8dfa2ca4ca2c2058a1029d61
4Q267-107-6,662da3746738628757bc3458e8d3ef5664d222683d97ad1d7dbb1f39e2826966
4Q267-107-7,429335d19418c6c9c41e114d20278dd16b000b3fbc26cd8e68b61e9b62af9b4c
4Q267-107-8,9e838808950defe9244b5966581f2d5515a698dcdddfe424ebfae08e20356ec7
4Q267-107-9,e9f85d3a2fb5196f96d57c874ad1101f0cf118bb0bbdac30e281267398a456da
4Q267-107-10,a0d6cd8798205b0a94c3f1a16cea2a97e932e604c42916152bc26ce9cfe4a5d9
4Q267-107-11,17e2461773d5166fe1a3a3a6a91b4db4fd1378a23a06210e3a0c5ae58571b5d3
4Q267-107-12,57b17f6190ae76f2fd865d010aa561cbff6f2531200524173d79ea61049de40a
4Q267-107-13,c2ba7f9ac73dc6c14005e6c543210db367bfbce19775bbb7863a919ea3a4ead4
4Q267-107-14,d61b53a64a7630a705cf5d9b827dc9d1170f802e63e5d4f90cb7a56c728660ff
4Q267-107-15,baf9c688e619b84cc2d9b890cbb6f1109da7f56d1d0b6d2b62874bb17c976e79
4Q267-107-16,c07574c8e84f3720a4526091eb47f33b3c03b4e0f7b0805f1219c55661fde851
4Q267-107-17,566d6fcbc664c2e98516eba406ae174919f777567e2d371fabf74409e16d74cd
4Q267-107-18,66772d3ce3a6392c58dd2ae750653700cd601019a6429ca79de7cfe3de056468
4Q267-107-19,ee75dc029f2cc3f525b96559cf9c27143ec90302477bd3d89cb91de0b2021293
4Q267-107-20,7b5a5eb5c4efa18855cb58ab98027c31c28de49162631a2c30d936b3062f42c8
4Q267-107-21,d2ef24ac335fdbeb0899b2c83e904a4252a6beb0c08a4c34a62dda2d07771c0a
4Q267-107-22,d27e7669df06de050b84a6aaeeb43b0ed05fbc86b782bcc942996daa705f56d3
4Q267-107-23,bd42f773dffedd258904a4473fc56d786c0432f71b261d67d16ffe46a9c9a442
4Q267-107-24,6f79805246e75c8840536e6b8fb556e169fa3a4308dd629c7f6a75665f99b991
4Q267-107-25,bb4412de7db1b47e0be2aaf6c22c3a2e7e36a7cee6e6756790438bbea4e498cf
4Q269-220-1,981034b5a222ee3800af8ea57e6f8e53c863d8bd9f071027e66f17eeeb9415a5
4Q269-220-2,5472f895c9e46ff4aaecb7ecc635ce035de4f4ac03a1fd73979b2b419f96443d
4Q269-220-3,b9b53ef71aca9adee53cf97535ff7fdf92f20a465915e9533180419bd8107d01
4Q269-220-4,59a8c9f68c66bfddeec4b2455b4ff94b105e6a3a5ca2b924b03b7f7cc01353d
4Q269-220-5,884cbdda1a772399c6e84c409abb1c8b3489e0ba41a3ce95116751f9df0517c8
4Q269-220-6,aedb05818d785fbaa97a5f89b4d8653f4b88f29bddfd2101ac920e8c2f698d45
4Q269-220-7,818eb2c1467317598bd705560b405317f350f38d0c4c568aa877d76141351fab
4Q269-220-8,bd09ca8e7a67baef8b60b99ccbef0f95d2715d57b485f329e4b19e37b701ae7d
4Q269-220-9,da222f771405f81a56500e2e16444127eb9a02b986ca2cab11e1134861776949
4Q269-220-10,e30543fce730e8a3a99844b7e04da7b7c8059b27abbcb725d6efb5fc92cfb81f
4Q269-221-1,cd0ba0e5c28c9f67bd29289ff914bc53cd27cd7f04f19165a43121f0416db17c
4Q269-221-2,d5d4f192d8db6c39d889cd23cf465891d85b0d900eecb7776bd6a4f78d36c9d5
4Q269-221-3,8157b2493b2d42b4e09ef5579c17eeb03f1a0ff2c500424d998d1ddcd666319e
4Q269-221-4,c1d00cf43a6dc9e023e913e8421960f5c10b6905b2311c605554ca7cb9e44ed5
4Q269-221-5,d5c15e3fd53ab84b9ad062ec9130a08ef360997cc5479fb8ce23a582631bb3ce
4Q269-221-6,bc060eb406de927a483b85142584f45fba9970038e02fb279d40f34ec6a7ef9e
4Q269-221-7,314a2aa08a325e4c1063a726d99aa48beeee6b156e7050e21c1e92c269c41206
4Q269-221-8,12002d6a9fdaf0c2341c8bb364fb9e75069b12afb33207fc252d4119e063ce3b
4Q269-221-9,8e38e5b65d5ac8ff3e97cb4da7757133b4248db81600e84be8731b7292ee5cc0
4Q269-221-10,a3c8db88d2635322e3ac054f7411920fc9879ad5c4e729114f7771590074c036
4Q269-221-11,28aa86cd4ab94b6a7dbe3935c72425d524661fae64ed98a807020e761b63227b
4Q269-221-12,b0085c57623c04148c671b18672242ff58e5da2c538c069f7c9aea6f065a1371
4Q269-221-13,a4421dfd840369d0c64f4a0cd4a9c2690111aeed661ea7ccc6ab49210a110e5c
4Q27-1080-1,df81b580e502378db1e1e43225d44a6e6f052962a7cc06837e63e1502a28a2d2
4Q27-1080-2,394e475b028176eabf43eefa2fe8f042f348783d5e5e8da61937380bbd06b9e6
4Q27-1080-3,30399fb03f0ae7c45d4ddcc1fe73197cca02a5d0985d2fc99f5b924a13cffe0a
4Q27-1080-4,c4d5b4777fa714f039a2a6c36454241cdd3c553d158ad494b342844a70ff6ceb
4Q27-1080-5,8ea9b17398bfbaa6efe2c3fb5ec3b4d5259b6f2a8b622a2b3c7acc57dde78e03
4Q27-1080-6,73be4263e85e55cf193f5928e5bc937f59b732e8dec4919fafe62fafe6e7294a
4Q27-1080-7,f27cbecd77edfd426d8f0072e1219a4cfccf362d1d34233e4ce703a8f5fa3526
4Q27-1080-8,875be11112cfa430e66355e1a149e7826394a520fbdd7cd6f3e0ebe52bf8e042
4Q27-1080-9,c9cde138226b2d7b450174a766988fc9c2b2098542140abdb43be54942983115
4Q27-1083-1,d9ee2a5ff23c34018d183172121e793a83ecb83042b415e4deb69def36b3f77e
4Q27-1083-2,a55baa3eff42c932b95bdbe51945e0ebe482ed323fc0604e796043d570d07fe7
4Q27-1083-3,d103241cc4f85f3d8b7630893886ee59eb7554106f61b8d6a87452ac488e1016
4Q27-1083-4,a136ed9f371a3e51d06ea7d3af4a926c2e53145bad857b2ba25a54a856a8c40
4Q27-1087-1,ff94c34b34e84a77757b8527f76ad6dc8487ecb4c91b6fa498b0046d881a758d
4Q27-1087-3,8d82a4ed0a4c6cfe2aeb7bff9c7dde4643140f22adf923fa409a601c2f870fca
4Q27-1087-4,72416f81ad600f9244a880784ccd6a170c094b189f43f57472a963a0b71625b6
4Q27-1087-5,7b235eaf16acb8972a8e4c9ab10b8e29871f2661b906ee0f63e06bd685b3510e
4Q27-1087-6,65739ddeafe38f3f63ee24e8f2682038d1ec3e3b5a6bd1d30631bb1904521036
4Q27-1087-8,80a09580b0a4badb6eb077ee3e568077460ca130f10aa17601c8b951547dc497
4Q27-1087-9,12c718ded6eb3dceb6794aef996b96f6bf4a2d2e5cf67dc56fbc5df02bcabfa0
4Q27-1087-17,e45d437e45e620b202925479e6d850379fe6ef5c245f48deeba63e1bcabfa662
4Q27-1087-18,d3bffa58a284b3638d215cfa6e99bac3538d5c16d2af0b26f3a539c7ed2f5204
4Q27-1088-1,71f6e93b945f38d1b02d1ea4cdcadec8e8d8ddb7d9a3f34bdffe405b36186c70
4Q27-1088-2,23be36bf82fc6b954d1390a071b92193aa04cafe4489fcd9391f6b25467b62a7
4Q27-1088-3,6a75001b6a1adfea6c5dadcdf38f3ca5c02874e316a068afe79956742c9c4fb0
4Q27-1088-4,288b571f86219ed12b27ecb776fc1051d30c03b0d9709dffab0da0d423751a17
4Q27-1088-5,d89e35449cea122bc015210b9ac2672523c998f455884cd939b6253092ebfdf4
4Q27-1088-6,77a836d1d27e2eb599cb89e2fcae81520bc81bf737d46c83195222822f18dd29
4Q27-1088-7,e1efa2f9e65e0b26676a32297cd15cf72f97c2f07d55cdee96838c03e67230a6
4Q27-1088-8,76c6ce91b100e50edfeb31d5b4d70e7ae3279708267444ba0345fbc8fb50cbc9
4Q27-1088-9,efa582f705328588a64887d5e1c368254facd3ebec202c65542ff1dfabc070b1
4Q27-1088-10,80dbf8521c9d726c46421b69cc0aad15737cbe9d2d3cd82a751925e32ba00ff6
4Q27-1088-11,d90c5df51b89b7dd5e03718e7b5d30d0bbc57afa382b6083be5b773e2d82fd5
4Q27-1088-12,79a863bfd1a952019d128d30f835cbd8d8777acd2b10136a4086f957f0b45249
4Q27-1088-13,26da3e2b005621d33a48a3ac6d72f824ecf8e172661fa48c61d4b75332b1b4db
4Q27-1088-14,f2797a9d718c1628f29cb17acc361de10be650b1026304d74b562b4dfe24a2ba
4Q27-1088-15,1a615aa2fc2204083dc0271057ddaa6dba97a9aaf29a48639cfd21f11610bf42
4Q27-1088-16,d9bfee91745b98301a01d2e42508b2173e829007b979003c9dc3b1384f82bc25
4Q27-1088-17,e3236ad598d819e9f8e12d0d01e5a9b4ff9dd1e985df56a0fd980b30bb7fe0c9
4Q270-690-1,614b31f3d56d710aeb67e40f97e095ab801bda0ca7c92bdf32103fca0d1df195
4Q270-690-2,af55e765ab3d8b6cd47c31e52ba9173ed79b8b53b9bb7f6d80b9e5ed33244289
4Q270-690-3,a7c70b5533dc221511f88588784f37643278f13062ef852865495db96ef53b96
4Q270-685-1,1bc5ab66a21db29f18d7138f12b733e80cb79b24792a30a3098b781b5be2dba9
4Q270-685-2,10f20d0d69c011495dda7f46db6da833003f76250bd06575860b8a4a087d05f6
4Q270-685-3,69a27aac41e07f02376f1d61fb8e64be0f7b159d451adf87d109c42d3d350bc3
4Q270-697-1,4f28af68675c683fa55deda95f36e7832889be8f168147e04a21ae45578cc587
4Q270-697-2,4e0cb96b14bdcfcc522935919b4d00018761cc02e725293385c303c02aeead71
4Q270-697-3,2d22cff80ea1967f3ac9bce164fd58cdb2ab9de60ee696eea337eae7bb5dacc0
4Q270-697-4,fd1b6fcc13b7640b1a4db1f5190682ef44049a6ea26e22dd3a6fcb19f62f2ddd
4Q270-697-5,40521b07ebc651eccc3155484f2c98fdd860a63e2c046d6e02f7a406ebe1884e
4Q270-697-6,9a2a9bf4d2a5c2721e0078d1e7d24574f7e2215248bf784136243173da1f102d
4Q270-697-7,59deaac77bfbfff9fb1dc9c38514ef7f1f152ffb04c9cda0e10e0c3da41da4f2
4Q270-697-8,bcf3e9d5b302172232e171d6be9ebce478d06fdb3f9e83aebadcd05ec7e1b43
4Q270-697-9,a9324236c9163860fe2d06b6126975cc3d1d04b377e782a0da2577709a75861d
4Q270-697-10,af503b1cdfaca262037a0701bd016a52f4128ea938ca82dee8a3ab6c8cd8161
4Q270-698-1,d4da669aca4e0dbcaecbd371f08dce0ef2d5aaf805469a810c82369e9eb3bfae
4Q270-698-2,2770ef072106fc6a44d65a0c8a5b7c9a3d6aa73eb24353d2ec247877d3d29891
4Q270-698-3,8feebbb25b3ac327a05023269293fe30db3e6c6c405af1d8e88138277070e41e
4Q270-698-4,f6522a7423a4b192078cfbc3f6729afe5c01f9e05c9fa7a7d3b9c2ee445d7675
4Q270-698-5,71574a576b13e3deb1093df55d8964af3450860e0673ea40bbbe19142d05ce3e
4Q270-698-6,a69e36130fc56ffef9217288154cd1a1ba430ab06c5358ab523c47dbfc138f3e
4Q270-698-7,e7205d70b6313874a4ceded7e03a6dd8a54b488b12a04156fcc71b7df78c9548
4Q270-698-8,1cf8f0086bd28cfab838d0519f180df9485ed328bf33bffdbb5c2e50536bd4e3
4Q270-698-9,543d8efc31ea75a57c464415a31941a9d40d73131b11110664a6d861092d5280
4Q270-698-10,d64af3a98d13a6271d2bc628ee39ab29539ff2bc433703be13057110178310ab
4Q270-698-11,e63aca431a5d7a922346d361b240a79a2217152261afbadc06119662c3a605fb
4Q270-698-12,e5364cf3f94e9a55a7db4579a9e8454e7c5040e25503677b7e84e438d736963e
4Q273-108-1,5ed4a538e13173a714ea40aa243e5a7e7447b1d754a9d634a7aa9414d339b87c
4Q273-108-2,a9f03be247721439d3fcd238b20914c76a85a8efe27ba883885aec050207367a
4Q273-108-3,4c8a973b988f20461a03b267f7a8c02fcb30a14d51c32dfc89cf92418e77b305
4Q275-679-1-1,f5c70fdfc00605321aee093a3ea562d5fffe57ac1fa9bbf5108824e84f628cbc
4Q275-679-1-2,3547cff396d65da6523dbf231e3f2e5b6247123091f6b3ee5dc0303413ff672a
4Q275-679-1-3,dfff0aa1202ca2e69fb2858400ce451d46f290bfb94afd5ba1d66b11ba82c5dd
4Q279-679-5,da29ce6215fb8be6cbfbce6e9818176288a486c17dea1b165d21fd92a639704
4Q279-679-6,c0941c88c00f6102bf16db259696576f03ea238e4e9b5ea809e029a24e06a16d
4Q279-679-7,9a27aec6cf960301ec186b4cb7782cab91df88ba1008c209f9befa4365e7d0a7
4Q279-679-8,76417de7c86b4c752d62b552492c2925a4b570a6bf7258b4cf867a88e463b6b1
4Q281-304-1,e5216fc2d35be1ffc14e590f388e8c6df989d8ea3932d2b002a8d825ce74d815
4Q281-304-2,8a1a35a3aa35c15cc543e422e8041f29a5f0268d4725ad2349704686553b1f6b
4Q281-304-4,9d2ba1e6dc51582ed05f647e557d18ad2e76336b342951d978e14c763b391824
4Q281-304-5,14a9c61bdfd479e92fda2ab43f0db44fa2bdc9106cc8976903151f6254640126
4Q281-304-6,de9021b2263e24cff4108e7c45900b6ce2a817f45d4a38aa48b23c651f2c9b5a
4Q281-304-7,be5c4ceb42b069a8262b78e464bccdf4082037d79392ca92b0523802ed3d4d52
4Q282-303-1,c518f10cd1b03a760a4ac99fe4cbfb2ebd42f42ad3416f133568bdb8004fffae
4Q282-303-2,655b4016b0a9ebac778e630a95c025bd5ab2b5956f4d1bc911d8989b4f855535
4Q282-303-3,334b67df1f440b87964593b40d4f9e3c75400c38f27236b316f24d51149c5947
4Q282-303-4,78247bfcc018c6d59b52bd0a0ad216b97915c3c82c72253d7486ae1720242caf
4Q282-303-5,20305e408d3cfa90ecd846213343ad5b276a97569af4c9b750ba038366b56a67
4Q282-303-6,eb2a91ce0a09c541bd6a0c9ef8d7530a66498dd7524710d8199e789175247669
4Q282-303-7,52c33c1ca7c3ced9f2256c4e63f0d07228598f9ebf6e7d00311dfd13d7e3cac7
4Q282-303-8,ad55bae186ca3ec1134c9d13aa983ac1bb012e9bffd4da4f883e38dd60195790
4Q282-303-9,6536dbb417a5d68972e7d61e7845fd29901d093902b0ca94a4e62f436fe5fae0
4Q282-303-10,6409936d9da076a18e6635a1a2ec5e274dea33d4584196a7639bfc83a4bba257
4Q282-303-11,c755c90b209a576d79b2ae15e6fe3af862a1f81a6a6bcefb6a05b3b82d18adbe
4Q282-303-12,325af5b62cd678e4b50044bd4b8ce474ef3fc5255cb85c3d3b7df5053ff9354e
4Q282-303-13,6b405db29c52e3f60a0d7c8bb3fde3f79a8ba8ba3a31e971748739da210c4658
4Q282-303-14,35554ad6622cfbd82b628fe08a484526ebacf55a60b346e863504fe225aa85ff
4Q282-303-15,6ea5830812a22482773b841db8000e97fec01f55609daea352b592d891abaf63
4Q282-303-16,f3a791f465a7e749aac7b21a182ba66b480fa833fb2f76011a917b07c572cb67
4Q282-303-17,198e26eb25bbddab91dfbc28ab39f2b87322254a1e9cab02b9aad0abdcaec8b0
4Q282-303-18,24a3128adb3d493bf508161ee660c32076ef95e5eef4485c0bf5abdfd966d1cb
4Q282-303-19,214681ab69b8c52901eae4992e6999ba85ea44d9b058bf8fa091d98819c31d0a
4Q282-303-21,236d82047c3b332ec0b1a60532449b39e83b4bbbd189be1b63b816d4e031d634
4Q282-303-22,ae6e217c06d87681cb91764533b318298c08e7027743ac288fdfed8677a1425
4Q284-239-1,1113e6a8fcb18969ea6cbbbb79a86f5d3e172c88ee7e7a374e2c762b65640045
4Q284-239-2,2bf9d8dc18b62421fa0ef7951c89215a5880de8e705427eafd82d27a9be7ca7e
4Q284-239-3,8f04f9a3c81bbf79f71c516d1cfb6a2fae4bc87e4ee55098d26613778aee003
4Q284-239-4,b1422dba8332e0cf9ad7ae51d84d74c5b9c2d8afd387fd922f3af6d53f1195f4
4Q284-239-5,16e8607d148503f099b63349fd7043543bf62f09edb7756038520958104a8ffe
4Q284-239-6,cd8836579803a447b44a862b165fa49441862b0c2e0fd48198bdb26be46006cc
4Q284-239-7,350d23a7af3b2647fb55e80fe7b0b4647d156f3fa786e5a6e86b1a6f1facc6e3
4Q284-239-9,66c96717bdd69e08f62e57f72edc46a15a8edfba498d89f51c58068a2e2a7906
4Q284-239-10,539cd8f8e4e6e61ba81d8f10ea3c4d3d58aa18ce443d042427b31bf68c291f74
4Q284-239-12,f857ffa49e584a672dd3ca4064b17c65915a3f7ed1a4bd11556e604f47973f55
4Q284-239-13,3a9d7e20c0966c41a44daf8747086e6c427c5bc49b746e3f6d9d1884d8ae7ffc
4Q284-239-14,7cab31053d9ac2bb6ab23945656ce8bb30641e33b8a329b51da641e8c66e5dbc
4Q284a-679-679-1,91557ac4ce70718cacc8fc44b609896db485c8046fa9fd5873f99bfa9c5fe014
4Q284a-679-679-2,c0afde7bd5e595217d4a8621ea06d1ffbbf4f3c87290a0a32c26b8df479bcc55
4Q284a-679-679-3,41546c7cc6373109cc8baeaae78f6c94a1decf5d8bb9054cd0eed06dfd0c34cb
4Q284a-679-679-4,5ee0dd9408d394b08dd68fec3813b99a08b5fe0a197dab319dc2e6a067f7ec2b
4Q286-691-1,6b927ed8d53ada4b811589e17ef582f5c5c3956bcf7583790b177120d6dac014
4Q286-691-2,34838eb13ffea13abb3dd49e103d5448e63baee832b3aee90e86159f3d1077df
4Q286-691-3,6774647923fcc8a01a1307ed8732c6d51691fed0c01e5cd231746d225cef58b6
4Q286-691-4,9a51b89bd6e4fc7e140a42468f9b3743ebe77244312d68b24bcd0d569bb22de5
4Q286-691-5,d77e7557052813ca5bc7d126491e17d42656b5c53b16591b9c0cd601a3974511
4Q286-691-6,f42328ea659aa0487cddd8b06cdd755bb332616b1acc1b8f7c978df8735940c9
4Q286-691-7,50dfb4dfa9a453b61b8889a2ae5323454efbbc80710b79082c68645ecabd3fc4
4Q286-691-8,46c20ce588edfd320337397b8bc1097b3e3f1e074ce4eef44c9b07e2e807f32a
4Q286-691-9,4225a2bec0925e389571dd32b9f69628c8559225c3c4b1c7f647fec9950dcde0
4Q286-691-10,1a19bc8a586d7030d6a4c814726fcc63b2f535a06ff0183765f6d701cab24a0f
4Q286-691-11,88d73561899325941f0553e7fb8f49567db4ebcb39d063b39fb6bf801494e6fd
4Q286-691-12,5ce9c967055db0bccc1649415649328deba2c09840219d6c399aee092b5ad15e
4Q286-691-13,1d08f8c9a97219f82c4f81e0f5be0d418f101f20a07889c1e6a3843bc033d6eb
4Q286-691-14,b2b96b4c5543180b5ca17e9c4eeced88e1ba81e010c5467555f00e43474657bb
4Q286-691-15,9865901e7b313330317e12eb0d70e557f230760c11a299b8d74847e0d15510ec
4Q286-691-16,5f718d831f2318c7fadd800f4abbe1b855a9d85b956530a28fa9172413b781c2
4Q286-691-17,5f096605396dce14f0df1b26fe2f5f31d1947431d07f47bc17d4bcc8768f8efa
4Q286-692-1,6af83a1d751c1d1f77948313268ad3b40a266486845886291dccac93c1d48dfd
4Q286-692-2,e4c3345a125dbb6a5c4a8b4e3f5551fb433f4eafd3784715e0a0ad3e9c78c776
4Q286-709-1,ea7075355a731ddbd29b8c3da6d4a4cb6249db68ad02dc58f61617f04d2656ad
4Q286-709-2,d5ae99e76df9dbd07a8cd492317924694ee7a0eac9d46d165d7452fb2d813e76
4Q286-709-3,b59a8a0f23ef99ecc894016e0134ea2375077b40730ffe4c7ab67a49d2daf481
4Q287-381-1,916c44e2aee8534c6b513e44b67b5d0f410e5d0a73a213c60fbb6ba8bb47b8d3
4Q287-381-2,2c171f6593d583e77d4c448a90dfc84246a9f6c16232cba233ccadb3d74e7d0f
4Q287-381-3,4d293bb72802f5fdcdf90a38f21b508788882aee8c10aa2efc246333911bac92
4Q287-381-4,a8757eaa435b5f36acb2cec88ef74fbac657a6a9aa160596a6057b259a3f97bb
4Q287-381-5,b37a508692467de0ba5a46f8fd8420b517bea5ed7846063a4b02d54ba0c45331
4Q287-381-6,cba7db832a6d44a46cf766980db4880ca03b4551e5b02b9fd4ce9c02d8e4f9ad
4Q287-381-7,6884dbdb0a0b05a07043f90320a355cdddd71b10229fb3eb23fb6990214039d3
4Q287-381-8,f37c1d6f47134555d473b35bc6a9e270ca5af2d80f5c12edac9511faa391f1dd
4Q287-381-9,5358689420d4d3ca25a6da01bffd6dca2120ddffbc0e09df1ca73bf8e98a0a6e
4Q287-381-10,e2cb44da1d5033921fa76300668dd6f24ac6a16de41e6f2bd037c3bcab3d636a
4Q287-381-11,c0536354182ddc0c815940671e639aaef9737e45447ed7b031cf6ba2b11fb777
4Q290-222-3,4977247c6d39e0093a37f9f07bbeacb79252f2869118053df2df234c2f3162f3
4Q291-222-9,b8d52dea8c3dd51c9072e885ea729ed345c0e550c91ed0c5def66810d661f79e
4Q291-222-10,72e9df4304cd451f0d6e93df93e7eb9a99c80767ca3cbf0b97e598efb4576490
4Q292-223-1,c8e8eb3a1bc9985c9f3c0c03ff34b6d28cf26a220b70de2cd8aeb2c4e4964d59
4Q292-223-2,3c242752ad8e518e313644adeaf6b41b4313d924e436b1428c593d854558e86f
4Q299-592-1,47fc9a28a305490d402fd76f2b4fe9305e2d247bfc203c71050087cd48ba108c
4Q299-592-2,9d7695891b4aaca670b95736d9199007988df85e379d5696ad375c6933e0f4a6
4Q299-592-3,1d23f4d1ccbe7e98fdb193f6816f3a55f5ff0c7f157ef155446bfe7e0985f7c5
4Q299-592-4,6af00bc685d7bed28391fdf96cf5277dc6e353b198da743bdf351fb6ce3426a0
4Q299-592-5,6a521d8857bf84c66a6b9050dcda88436b4ac7ee6ce9393ed943d676c965741d
4Q299-592-6,135dc0060c5c7346a755eea1fd83a5de7abd38ad6598500048da5908fcac53f3
4Q299-592-7,fb244867bda575bdd8d9c2462d4045e8da5042abd37d7b717870aa08b3c1a56b
4Q299-592-8,b25fe87d337c6b2a8bf9baacb300f1cd1aa12da493912ea729a8ff50b2f5ed5d
4Q299-592-9,3b3facef059f307cb3135d0506af437ea5379029898ec90a9060f427b071f22
4Q299-592-10,2a498c0bfc8695e27fc1bcf136fdd2a5a9dd9e73542828bf10fd361805ee79f9
4Q299-592-11,ef2d8a85c59b840686e29dc7a3a4740db973a08fc348845949010c036916c4cf
4Q299-592-12,64ca461b71b7f7840d64a32acb4fa6f9ca82f404d1169103da1c9961287a58bc
4Q299-592-13,24ac8c48b5fddad47c145ba4045aea9e72f13491a76777e5302af3d58e98dd43
4Q299-592-14,813494593af0e6627edcecc0f7477e1f1af3e08bc7149b86ac913189e0ad3251
4Q299-592-15,bc98f345b7e5057349b87c1bd1f35c7c295fba6247abc7d41ae3e321d6a160ec
4Q299-592-16,a93f9ae2b7211963643effe76213dae4d391e38e8b2ca10dfac202763325ee00
4Q299-592-17,adc8cea4ca396b8c3e28bca2e9f8bd4571791a83c5bb22bab4fc3650d5f1a384
4Q299-592-18,284570208f63c510c78320ab36630bc2d4b02ec55afdbad3e1b6059f0f2a7321
4Q299-592-19,1a5b0c80c660c8061629c406f71409ab7467648dfcdeeb9170a04899b075da30
4Q299-592-20,ea913809755afe63cab578992a5f1ff1ef195dc5489cc7948b8dc312b2bfa6a2
4Q299-592-21,fba19474f5284b274192d9835bd36719ba110cb747835a593bd8a4c609a2f460
4Q299-592-22,bc5ed47e07d5171943132676c970b78901c6e9d11da070f00c3cff6090d3e221
4Q299-592-23,3d7a353057849c0847df53c9f685047fb44712188a2743e47595a005a2022aec
4Q299-592-24,8569f47fbf10906553ccb28e419af36a6041b4eb7d69e91ed4209bd4abcc774f
4Q299-592-25,29a32d8b86e9f1c01d32283536c6298e49fe2f8cf67345edb43fb037df1f7b2f
4Q299-592-26,b4d8483d0c1f0521c45111b8e4f17b5ee7dafa5e5c7a79ea30f23bd924115f7a
4Q299-592-27,e506bcf117e8919c5d92760b090c0d2f0cf688c25d41f15f53452764455e8fbf
4Q299-592-28,9ccff9a14441da08ec4afcfa2ec66809226dba834174600692afad0e8c0633a3
4Q299-592-29,57689ceacef8e23d7bbcbfc015c6bb16038b2429a0a1cf719513665e8206a383
4Q299-592-30,b3d46dbf97734f972452d37bbc10a1d0936f57aa631bf81d6f69289fe2ee1c5a
4Q299-592-31,3826caf82bcaf37ca67a4f1c0fbaf0f511bcedf05cc5f13095ce00a8558a8857
4Q299-592-32,820e4d6aeb47ad99f042c51c654b0d214842238c917335e6a279d876acddfc49
4Q299-592-33,3cdb8920348f2db9d323a9fc0589bdd2c1d71ab2c5b765dfd25440df6e4b1f2c
4Q299-592-34,14f49e9dc044f3ad331f87234758cee16313585ca9ba46206369fd254c4a36b1
4Q299-592-35,a45f9896318a194a79d7bba22f335432721feded747c20ac14b54676eb8b355c
4Q299-592-36,33d55e653bd3cf8b01f6929138c512c5ff93ffc0b56ce3ed2d51b3d3c24368d
