manuscript-plate-fragment,identifier
4Q418-502-16,f4f6251671536e15c8462cce5d7f27baa4bc40fc534d890f6f1a7f8d386081b6
4Q418-502-17,cfc1d76af2e6722daa47beda478148f269beb8fb5e5553baf0d52e8f9140287f
4Q418-502-18,34caea03d454a2fd580eb5f2af19a21152623c819f9d5af56237b0f6f83612fb
4Q418-502-19,3b9656d1012d255c482dc7c2bdd69263316b8ff2709c4eb2478fda1669d879eb
4Q418-502-20,7c9779bcc2acee4bf35f39afaba9511b68e9225875d7ea2885fd030dbd4e35ac
4Q418-502-21,917ead12e6214b192924a4277e0f3fd2a835a3cd185ddb1d67b5a365e3247572
4Q418-502-22,ee59c574c5721a1f6a56a1322b83938c897dfba4b429d1b6747161e367179fc
4Q418-502-23,a5d8fb1bebc80c23a43c2c9e55a515e5aa7463d8b70f440ce14b32e66149284c
4Q418-502-24,57ffc17213a6e1c0e5a11f4cca1caa04b227ff458cb10d52d1fdb0ab4031f5b5
4Q418-502-25,d2811aed2d4b6ea67e4c563cec3f32ffd7c21dc91bfec878192a5e711a1f6ffa
4Q418-502-26,e1acd4ad99cced604f4f5691b3ec703b9afb9dc05826cef560b91be76a0ba574
4Q418-502-27,29dc6b92e91f9aa89f4718f33578144d9adb1815706bfad96ecbec2ed9478f3f
4Q418-502-28,da36a0d72382940538137dfebcfdefbdd5e569dbc2f8625f9a206b8592ee486a
4Q418-502-29,684e79fe10255eef1432151af862903e69e0ce1b4f44c6842f571f936597ea71
4Q418-502-30,c24c050f8de55caf6bddb9979a64b58ddf49dc7e15e79d5ca90ee03ea51a8ff
4Q418-502-31,681d835461de29cc73ac1c592b7883cffc0c92c393235f62d507a8c0cf99115c
4Q418-502-32,9410410b9b4bc62490b7b0366897c1f979d4e8df1a6655f4e6f8cb17cb345d55
4Q418-502-33,7ce4e69c562bf5cdbe7a93a398c4045748dfecb49a863b8bb844f40ea3c5edfe
4Q418-502-34,eeb3943de4b5f063c7d84d686a6158129206164c442e796a0cdcd3fed567d19
4Q418-502-35,ebd7d5b927d66493a31d70bc715b14fc4a8a90c478e9de85255bd04ec447a89e
4Q418-502-36,8699d36fdf3d6457b6642509cea00646cfc3fd2cbeda42705b93fdbe748a495f
4Q418-502-37,63504d53e55d440e24d2a4f9dc5a0f3b14427080dad174c9dad16de190e83b00
4Q418-502-38,6b1203ede47301fb72606bf1922efb15cc18ba64c6abc8f5d760c0234b204fe3
4Q418-502-39,2a94c98e9831c987cc6b37c9cfdff936136aa6ed77a21e69be44b34b0e40fe1
4Q418-502-40,a84274b7cebb2e0cee9cad387ea2a68c62c91161b69464f92c14e7b756d88b10
4Q418-502-41,8fa5630c67f66587445fdb346a840355ad95997ff51d6b33355809d69e5e433c
4Q418-502-42,c84a64e11374f91587b017fdb4510cefdb0f00def5773784f8fcb1cc617a9d8e
4Q418-502-43,937a3976270831e092ed339f8b9041d6ddad62c07a87e0f2e349677bb7beaf77
4Q418-502-44,a3474438d0806dd97c933b68c01c7098f04cfd56f10544747b81f4e652dcdbc4
4Q418-502-45,800e50cd56d97b475f9c6a7f551bcf96859ad8d9d11578a1e890eef346348cca
4Q418-502-46,97762900317e697b57393138aaef746a4042c23ea8f593088e4bae1b2d81276f
4Q418-502-47,925c01396255c8ad2b5e077d1bc4832478efd94dcb4d278fb4d112054b596e7b
4Q418-502-48,6aabf2fa761537803450468b9dbdd2bf91445efe594ae90138f4875e93e229fa
4Q418-502-49,46e9ec056ee4e649780d79535500a6be6221c0ee4d35b346192ff3e73eae8575
4Q418-502-50,7d76e7c9cc4c4c6344d178d9f89d9b8ec93d54077bde92aed386ae62d5b136c0
4Q418-502-51,20d028aac26a1240a29ec22184ca990894b461b33a6482fae6e43ebd54d34956
4Q418-502-52,59242ce03b248e5c9f971c57b5739ad8ed702427bdda5a0db37cbf7b61e831e3
4Q418-502-53,590a82aa5f35c1ef9fee74a84970742e6210b0ab50db0dd7265f1c652c130861
4Q418-502-54,a182827bae2abf7f294cf53bc3abdb2c959638f9b9f967ae69cbdb00b84fde51
4Q418-502-55,16951e23af9b518a6994a4b6c8957b0240d2f1ddd746fdbc9448922fdb52b68b
4Q418-502-56,589de7523ebc128811003e8e16e517c3264aa8f65d711036beb472225f166ba5
4Q418-502-57,93250625c84e55a75c62fe52128cfa50261f0c88bc1f1f42fc0f5d41556a8636
4Q418-502-58,e22d0147398812dffe502bab9c79cd64568133186247d9953a019584ee994259
4Q418-502-59,dc17eb2785dd7a995f89e853847ccfaf5c1af208ee3ee00984223202df7667db
4Q418-502-60,1d29a755ab2cd7363fcb0225bed7d5b73521a458f1d2bd1a87b55678d5611a24
4Q418-502-64,a7a88311bf631e58e864747f3e1a360fa513933f0569c3d321a9b15ecdb20f81
4Q418-502-66,d42fa0905b235863afe673304f76791f9d26640d28b71c5c07976dbd5639f673
4Q418-505-1,35bc0905c59205fba3257956232489fc39552ad05640ea46f54951e15d98b141
4Q418-505-3,8ca557e3a897ebdc212d9ca75ebcb1b53fbaebaa9388a7d6d2eb72afd12e1730
4Q418-505-4,d60b932cc6d092aa4a96f3691eee3a77af5ab48019ceb4afe1c5542661f1d347
4Q418-505-5,89a970aef16b0798cd2a921ed6ff7144bca9f8bf322539fd3a276c429b76701c
4Q418-505-6,538d5e91594e7d4a3ad5b3a4839a6afbb35d28957de4eeedd2a8914d9f8bc6e0
4Q418-505-7,4a30eacd32b856014fc09347668c5e7280ca8f707b7d5a98ad819adad758c1a2
4Q418-505-8,f309e935373521bc375db1675478f09bca1d85c803b50e9dbc3d0790fefc7aaf
4Q418-505-9,1e40fb63b195164ce0a00dfbda3001e68b42463f0cf0a5d13d478a269fcff69a
4Q418-505-10,b8195e14c9d3b959581328169395dd460bff58210bb0c9722786c2256f927d3f
4Q419-509-1,b0996ea550d00980ec27947599699e2cf306969589df78d875b0dcd74f4a9d02
4Q419-509-2,ecdbc9411d2d437fa7fdaf3de8dc09cb4c1c9b5c1263ce787a64ad8bc5cfdfd0
4Q419-509-3,cf519f0c8958c188e89ea0dd8d7944ec1d6a70836ccf49c926fdfa9dfc717f84
4Q419-509-4,187b8eadab49b173b71500ff274c67f6dd8c79511b70b60a408f7ec940744745
4Q419-509-5,2030be520ecea69711f1a6c4f4587e57b5907fe911dd057773eb841842f625cd
4Q419-509-6,b5608d2cfd1d53a1c6da64b0fecf8b6c4d4ef2377d93636ef79733d4f6fcf2df
4Q419-509-7,ee92700ede2697f4f02bf7dd0d1a48a8475660fcf7f4d23f056205ba458de702
4Q419-509-8,fc57220935d1277d6142166d7d0b5d366527d7d93e61c4ff4db4c920653d452d
4Q419-509-9,f8c35424092736f447b80c397e5345f0b9e3e70116a67ff522a8cf3fff35b292
4Q419-509-10,1f1dab95262bf5ff7188c897f3968334b79410d1aa45d5f864aa7049d1435491
4Q42-1091-1,41b56944c500b4f031f576cf93e041c62da8b23eec167dd635a81989873c3469
4Q42-1091-2,b34cfcdfbec7dd51503cb856b2442956e310b14702b3bfc98b4fb84aca7183a7
4Q42-1091-3,34a40577d5e9bfc42aada6ebba4ce9a5ff2f7506c6261e819e75c93736e6d5b7
4Q42-1091-4,f1b341bfc095cc25a9796282481079ec65dcfa29c56ecb50f088694d56a531a0
4Q42-1091-5,a737af17872acc04743578b51d5c16dfdc41076faef17aae3dfb36012a1b4154
4Q42-1091-6,3dd3d905c6ef1831ca3c09ed1ef252f0698566c18a5eca5b7407009fb9c88cb
4Q42-1091-7,c8260da76c125f8d46de2b9886610e2dfca7a3820ead6a929aa5799a491b243c
4Q42-1091-10,96faebc10a48f70cccf6f2410edc7b1ad42776528a3e4805d0876cae62d388ca
4Q42-1091-11,e1e53f1963d21a06393c89772d354c21118495f7d327a763577fa446e02ddec7
4Q42-1091-13,1a32da950686ee5e599f5fdd1a65430d5cea5d198bbbf7e9db47ce2376d2c1e8
4Q42-1091-14,b3faf7a98fa0a2994190cf9694177d054aa100a730c0afdac2f62389b031b91b
4Q42-1091-15,14dfe78977ebf466041b2df91e6514a8b815146e7d43ab3484597a154358a737
4Q42-1091-16,2f13928527aea3a40fddf1f84735518e5fd7237602f75f0871e4c1e1849b54e1
4Q420-509-12,6a840c51e0548f4150a5125511eb637fe26d9a9a1267b11259b6a73c34f600ee
4Q420-509-13,50a482c7f0c4e271aa9c9d2745fcbd95fb58d09354028481975438dc89465cc8
4Q420-509-14,a1b41acf6fd1f6382d4199ad0933ae6479d909e277e3619c30b2e0f6100b7aa
4Q421-512-1,c4abba01f8d30ddb9f25d1916a72f3ffb67cf40f9898c36355c6943b59680de6
4Q421-512-2,a70887c2f1f773a690a618a547ffcd4ac5a794e0075d58f7db2727e25c64b652
4Q421-512-3,27bd25e42b2893ba9f4a101b940d3b8e8d4213a12e8d83593f87d254f0f3b1f
4Q421-512-4,cfb32fea612627e31f919c7aa04cbc69aabc2feff26b65040c5a64df76a1c35a
4Q421-512-5,c3f0f83847dc25f7656686bdc84d48b714161b323fbba6aaa43313f34940f41d
4Q421-512-6,b6422eaf87cab23bf11f3dfc7ec8bdd62b67f7f6de56c5639f504e97f8a17fd4
4Q421-512-7,4f80129fe898baddbb985c9d6ba7f0195838c4d21c32309665960f1b3b12bf3f
4Q421-512-8,eb5e0e85bde0ea090303ca81cee9259e116c05dd2520049617c4edf19f8f3cd7
4Q421-512-9,2243ad5d295e2302aba2090c0ace7bf7f862750c72ee0b35b46bae4fce316bee
4Q421-512-10,588b1730ba62e3ad14a6a8bb943a5d282313f842491c29ba39ff5880c0cf2af6
4Q421-512-11,df900ea441272bb68900e299a971aeba53bfa6d8270bc4d29b752355a3151007
4Q421-512-12,67334d7bdabd3c0ad3253b87a1b1d60b54d95305ee2d522deec3b3c789a973fa
4Q421-512-13,4432e9cbaaaf489874b6d6c9db54de1ec4b372efc863027e6397ad5c5ab9c942
4Q421-512-14,304e119cccdcb6f4d4bd55d70f976da0ddd3818536b46eb17bca330ffe75cd1
4Q421-512-15,10e23495138c62aae05528b376d0c70f19562c383c92f87b5f28139f3fa12d86
4Q421-512-16,3a325f5e9cac9645c0ca1b0341986a4783031dd89fa52f1b3210e1932b171689
4Q421-512-17,d486fcc7e951274b5361327f1ee0a0d08b32519c6294021b3c650a1354bdef85
4Q422-165-1,3bba86908ebefef17b03f40b3dcb69cd80f9729ecfff3829d18fbf461014059e
4Q422-165-2,e75d191e2938d908b09331b8bb6ec0ba8c11f4a7d28bef33e73b8f30b38a4202
4Q422-165-3,424815b551a1383afc9f83974ad6e1bf1d86e5f2dbe80cb4b99e8856bdfffd52
4Q422-165-4,def0490569ee139b2ba40dc78d72643bdf32898f1dda9f07a3eeea1d2adf9fd7
4Q422-165-5,e5ad64550c627d4bea7692270d0eba0c7a62569e57dfc827a80774e1f7f9d5c7
4Q422-165-6,ce14506ce0e5236319c2ac7315e3ed6cae7c8c84b8ab1af63b523ad36bf8dfdd
4Q422-165-7,19a084c542e846192715c2c04dfcaebf41b7f3e580c447c1fe9a8b469bacc7fc
4Q422-165-8,eb45d2db7b8c038f64d722d8d5fcdc3cd36500465425764d91496418d79b8c37
4Q422-165-9,b35b59beffc8afec925564af6ad4c758a16d6ccf5e96efaf26a90f38ac714e37
4Q422-165-10,e528bbeda6239b1535b01c0d7e4f3ef2fc8f825f309b9f3a610522820c4045ab
4Q422-165-11,1a37beec6589845a2c522c415e280b7344ee9b223b56c13e7ede753a080cee2e
4Q422-165-12,792d0b42f7b8a8f436b25e6e96c0bae59c67c38340d6158db5a5a4687be87370
4Q422-165-13,bc815ea6e4f2090dc6ce8347f3f547e512e6435cd2009ed5012c9d00ad4daef0
4Q422-165-14,6d5da0fe5f74bcfe40fefed6ea93470bcf10f748885d1933595713264d05bbad
4Q422-166-1,65a5613587fc06987ee094cf0f5a76d38415bf6bb307a8953ba580203c3e1e8c
4Q422-166-2,525d85595c046893da09efe5be796d192c455db066e05c5ef093348637215377
4Q422-166-3,57de2cac2b673466d90bb9fd41ef1902c6692666d6ad0e6d3569cebc652f1d68
4Q422-166-4,6229c6ab068af19f2fcad243eaabe7e6b7ab7bfc2fecca25601c4ba92921bfcf
4Q422-166-5,7c6298ed1e62ff9ecc5966c83f228b431657d142a20e5a94b09c253f3aff0e53
4Q422-166-6,a30eda02a946d6e4f7fc39eb826bb0383658179c90185fbda7d0f6c8bbb06881
4Q422-166-7,e4beb911f6250039d3a7226d9a1481e3e787086516f743edb71fb2fc547cde46
4Q422-166-8,b408e7338a3e6f59dbbd94b77f1cf113dca559fc23e748e1d39865f435774804
4Q422-166-9,26c0a513cc68cd47063f5840c0d2d8f4ccc25e90044929474fd74c00139aba82
4Q422-166-10,71f27d14ea4bd7fe95313526bf5e5b23cb55364305efe12de3ef7400aec7b64
4Q422-166-11,c664f58f040b8206830d608a507d7bbc29d1cf8830a931a151e4c6f60919316b
4Q423-183-1,63d18084d4c6186ca2fdfb3dce8e9849c52f9b4639d6cccb9c0a9586007ffb5f
4Q423-183-2,1f16ec10832fcedfa8293d7463d36f145d722dc2d0555844dca78efac0b0f470
4Q423-183-3,eaf4e3b1e8cf5d83e8145f28c5121842ddf7a6a74d950614581b2f0ef535e655
4Q423-183-4,68f1b638bec9300a851871bc92dfe4a174d1772ff2bea908f6844e4b667bf15b
4Q423-183-5,be84aa48e4c7955ea3813adc6f1556135ae260cc6067326ccf66911b9d50ed0b
4Q423-185-1,f061a89ed7837965a98c9d2ce4ff2c2105c0306d7bc062ca06856c2a33fdd9a7
4Q423-185-2,5905c2ce60b9c112909f6b36443daae51958c90072290018d77e040559c7d8b5
4Q423-185-3,b39a4271f998cef5d974deee27bcd8367a12edd9d68b756e944ebffaecc5dcb3
4Q423-185-4,1e2fb5ff1c31f0730fc050ba096c8a4c9978c82aa68aaaa725265c540d10b368
4Q423-185-5,ba7f5b934d89413c192c09a9d0ba2a7b1fb0bbcd4018da4a0f5cadc35909f0c
4Q423-185-6,859f06f93e40dc349e918677f132ab8d13802446a8acdb0b09adc255e0a3f0ad
4Q423-185-7,25cccdd904c935f85edb11a0265742d61f61a51912285f05a0dce4a3721ca31
4Q423-185-8,23c873107c059000a1db889f2cb4d12b2712739459f2773a35bc74cda2dd3d7e
4Q423-185-9,8c036605b236ebdb609f78590fbb80eb006e47a8ae12de7e1b6f17760a030d57
4Q423-185-10,2172f1d8fe3976e4aca064dd8ed46a0877c8d92b81eeee3143b1e7af397be7e7
4Q423-185-11,3cd3c1b5233d23246f05bdfb09396eb7815b315f77f28066b8556300b4986067
4Q423-185-12,6d9ff7670dd98fc329074e3cacad16f20cc4e2d1793c531afadd1448776a2a71
4Q423-185-13,f5f73a9d5976cd482667393194ce6501cdbca09902122864fb921b77a25dfe8
4Q423-185-14,8d2d6422a2e9699afea14b4ad700a0f8814b3563e60c773127b22121f7b9cf65
4Q423-185-15,d5e1ccdc04da0a8eea3c7b95d46bf3d3b2b4122a00ba1298f9eca8f67482e943
4Q423-185-16,c3a586df1b659c701073d891fe0f463df9d3bd9500df78f0c5b84d3f5a412453
4Q423-185-17,5550b5b6d69358b86bfbb15e22a865f45bbb4e43099e733d865e6671351733e7
4Q423-185-18,5b4400efb7b57076fa2f38f7468308bed04c3b1059e106063eb1c5b60a5f2cd8
4Q423-185-19,665886e6956fc137aa2b19fdc434241795ef7973ab17e5e5d0707644caf7270c
4Q423-185-20,10f9a85a5a4a50a54ebc1041782b035ef6861a343ffe6d4240a5930a95c67d0
4Q423-185-21,9be5c2de625a3bf09edd72f453c1128bb6721160a9b069a11da5c3ffbc37385b
4Q423-185-22,a009e7ee3a6bbe0115e615543ac4e61df226543184852e5332990746f6cfdbab
4Q423-185-23,966b7262fcde8dc00cbc00b587fcdd0285caefd1face09e7e3272e1f8087deb2
4Q424-123-1,42a7f7beea6bb98c3e31d8643c4b6f6f6cff8faeb97b93badc19cdbbb8dbc038
4Q424-123-2,19303416b763a2b5126dfa0761fa2bfe99c62a328f89eae3c5ed130939eb48c4
4Q424-123-3,bb0953f56258e90d7c8385d75064708ceb1deedb5d4c357c109163381a269539
4Q424-123-4,adcf27e476952d7141419ac279c41a2326f7e4ee8e26f01ceca96c57c3c0c501
4Q424-123-5,b8df44dec838209b61deb2db395cad75c6e43d519dae6a773f4e72402e9926e3
4Q425-501-1,ad9cb1b328c9cdd21ef0cdc23a0f065d392a91e9f06b838b3738bd624aa442ec
4Q425-501-2,4035b01bc1b46055289cea6a90cd544dcf14730112b30131bb8ec5e701f02550
4Q425-501-3,da1d7a0fae941884bbf44237658e37a32c870bf15a9074248f21ee1a780c783b
4Q425-501-4,d47aacf738aac2ecbbb57aab07ed1c822e889fd64425ca353aeefe87002f2d77
4Q425-501-5,29572c80b4096a481d965962697c6ae6f86e0cdca979ae9ec66064a7c1fa4acc
4Q426-276-1,e7cf4ffeee7c0e44f0aab4cc4a719699e3e937506eab19f683ce0021a50574a6
4Q426-276-2,7cd6ec5e1b085883ff6191526fa8cc4ca88a11992bb7a28f51fe3a55896a8870
4Q426-276-3,7a66edaf01e0f9d7666a23cb8fae9f26f6efcce94ce0a3f9256c0b2d47b2f03c
4Q426-276-4,966c1add55a88a21bf351bb3e8cdcb4f48df551b04de8032d85843775327e06f
4Q426-276-5,d7ed508da5e7e517eff2fe0d4976e7de5588bdd2c27f68f191d9981d2c9924e5
4Q426-276-6,51ed70fdec9a74556315f481128282cefa27e0a9f5f7f2ea56abd12c0b0e2736
4Q426-276-7,feaa44b23d81317e198e590903e4fa5fbf5c18e28323ed3d56812ef31a961cf
4Q426-276-8,a89124438988c81285f9948c36230c384996877a81c873ea11ded6d92b3b5c44
4Q426-276-9,8834a7596ff6092c10a1c56f333a226d3873e10ad0575d3ef5b5fb284b643b44
4Q426-276-10,3140c139b1a45e2c3d16033ae45ec06f267e7a30edeced0526352eca0090300b
4Q426-276-11,bb63ce56af3ecbbb8eaacaed535ded6d5645e2d1475097b1ac853c5a3b88ceef
4Q426-276-12,48ff3c43626237111edae237a4b0a383ec6404d6670f714e9fb000e85495e3eb
4Q426-276-13,c77e95c1c2ab35adddeaf532b5c37b65e92246c76804273500dee433d007f4bd
4Q426-276-14,d5d9e9cd0d7018840e3d2ae5ee454c81e1d794faa2182123cc2b0b93ac59f280
4Q429-522-1,2578d4825ef84a57789b6fd80fd0cf0200b184724c40dbc7647e5471b61af55e
4Q429-522-2,36b5030e29ab97b95b513cfdf476e2a9616719b7aef580faaec713fc13a32cc9
4Q429-522-3,c11904566db5cd35ec23db8e76ebd69d25b76676568cf4e72c3535d8da3bbd13
4Q429-522-4,5d76c29e26c00480f92c7bd198e1cc141e7c3814bfa7a885d8b7be6ddb6a0e2c
4Q429-522-5,9e263db8dd4d75ed96411124a7dec8ca34645778894eb27272436c215a230a62
4Q429-522-6,9357ecb86a907ff29b9f42c304e105d0889676a08133b14c929ac2e378ef3bfc
4Q429-522-7,51824bd9c0542d483c8b03e5921b14d6403bfd9525bdacaff02e233d2abc3dab
4Q429-522-8,5fcf2e08c6db8cd55c2ab19707939e3e581c498256f8734b8f26605a9c2b8fef
4Q429-522-9,96127052f3a16d5baf10173d189768c49ec9a26bea0c864bf8279d28a950e6e9
4Q429-522-10,43566e70655b40eb1b4e5cada29597f64179bb37ba84df6b8da14f97e59f1714
4Q429-522-11,ca45cdf70d0e88a1844a508d554635cce21b0e1b010eabbceea990f374238ace
4Q430-352-1,2a6a2856c32af180de6c8ce110179c7888c46a152b1f7f0ea06921f0ea2cf52
4Q432-117-1,6bdc786b73e3125760dddbe5f7c8741b796ac8c9365058c596ffa7b37bae8f4b
4Q432-117-2,d7ddb04f35f3b9dcc8c5ca0c0ab0521249bb1779e13807340387b00948e269b0
4Q432-117-3,9b1030ccfedd52c61de490d96e34d5dd29a1bb82e3751c9068ebc71ee522ff94
4Q432-117-4,7cb0614799b660ae33ccc0ecdf628d8e5169fb904188606c7273b35ff57753cf
4Q432-117-5,3d2feca144420e100b204cb131b7fd3bfbad81774bf558f804a94fe419e274e
4Q432-117-6,b0b15d98618d379826cd6515094f7903c8e71acf852c7fef742bf697bd02a307
4Q432-117-7,ef253c5819190a016c314da4c1345a2baf38e7c738916d00410ad08c69f2e54d
4Q432-117-8,2f7aede01a5748a1ac5f48aa81bb8c7548bde4a3588d79774c4ebc2cb6fa8d35
4Q432-117-9,1d66506fa0ba6ea2f057019d1e9e1a24a864f2dcaf414c7c399321ab21aa208
4Q432-118-1,2a9eb48dc4024e249845befcb43a35e725cefddb3212e09a68f28516bbda4887
4Q432-118-2,311b71238ac3223f7130a99a48c09f6deead708a9cbfb2ab2a9a225d412800f2
4Q432-118-3,12e14efccc7b8873c4f19fc8b9dbe7b5575f4628ea66f48db3cb07233f06984b
4Q432-118-4,523f5f56f088daaecbf281592d04c1dd8d7c234bf84a8027e1b18c7e3c93d036
4Q432-118-5,a58c51a36f43bd4d0670c51ddb26e0f667808836e489329c88fa7e020ef42a1f
4Q433-513-2,3d2cd1a50bede7cbd9e3ec12b520b685904402d96a08ad359110b30a276d6a29
4Q433-513-3,f6a58e859d4593f774cb3a3144d50c4f704bce7eaede5b055aa8b002d6f2caef
4Q433-513-4,79429068fb8ade2729169b3074d51c30115c3fc53949bfd1d56bdc389da9c3d5
4Q435-327-1,29779d5dbf088cdfa34362db841df62bdda3d35f1e5c5113f64869fb7ab8ce79
4Q435-327-2,7a975d29df614193d2db0c5cbea56a88c5cfe7a2f7f3732968bc6be405994efa
4Q435-327-3,1e8409bf664aa432e053858671ec96b8e73b8ac6aad1539eaf6405e25234d1f2
4Q435-327-4,46602961f0aba74cd72481c26a891ac596634c37ecbfc342efed7779a29cb158
4Q435-327-5,77b18ae10530c05fac4f619eeed365c65c79096d597d29853cd17808824e522d
4Q436-325-1,c7493d5ee68196b77a277dc65c8d197395c6e2f38e72d8e0b7c2d0a27675d92f
4Q436-325-2,c6fa577c2ce930f86bfb75da8152afff1dd5a08fe9a8b3a105209dee7082dd2d
4Q436-325-3,46532b2196936a9f15c3420468aeb8cbd54bf69ab81deedfc6d6c2912a5351be
4Q436-325-4,32cb9f783579a59a03733fe12dea757f0ae5a35ef165b652b83c2fe2439bb0f4
4Q437-516-1,d58b4e84660d0527d483443092611f2b4972a0ffdf48ad1f79e6c53fd56abfdd
4Q437-516-2,753bd3eac69f2b1af07c62d48b4c930ef8f6bd7f628f00a229c400e69608d6eb
4Q437-516-3,81a1ac0aa176e11dfa43f589c8d19ae9c4a771e04d7f81a51b0749771fefca8a
4Q437-516-4,2386c89a618543fbab1ffb4a61a9298559fdccfbe24a059891f1565ad6b15134
4Q437-516-5,65533688db46235deac74b8b22f89ece0d4b71bc244b4001c1be9e95934be4b0
4Q437-516-6,a91f451659473eb04a4418ebc1dff86494543ae9baca8b17c9b83a02b182dd20
4Q437-516-7,16602011787eb216ee6710d312b2b638feaf35542ad5e717560f0487682c20ce
4Q437-516-8,44b8d7f68de2b8cea538bdee4fda4c8efefdfb162628b8afe4b379d8e05e6c
4Q437-516-9,79d4157d3eb27d863967f894559bc7ea47854ec643b2fccd7f7e8a934960c881
4Q437-516-10,f79bd57fb817a3bdc68c809662b68fc80e30679386a301e535e2cf99af3643b3
4Q437-516-11,a4d76de68d228f7a5cb53827ccf4f07f5c369cdf6fef308d28881b58273a46e5
4Q437-516-12,f7715f89d923418859ee9fe4f0f27e720ca881997abc9cd13da7e2eb58f72493
4Q437-516-13,5efa371a22db6e1e44744fab5ef04d94a18a2ae554ac28fbdc5ad7353f14a48e
4Q438-259-1,d699dc18bcc33bcb677de8e355be8d124e0cb231044ea48a712d3e86814bc9ba
4Q438-259-2,c01a3eb17130a9a7771677b42faefeb910bfb5859a513f4475764de2d406acc4
4Q438-259-3,a634f804e8ceae31234bf898a39250948eb215f439502e9a0319fb7937d0c4e8
4Q438-259-4,fc249301a3374d35ed9dfd06e5a12bfdd44f407cfaa4fbe94340444977995da2
4Q438-259-5,319e69808660c002d78ab18560812fe2e052580ec9ec4e9184b357cf8a794683
4Q438-259-6,dfae14d3c91831f95dd93f0f84cd40abca91a4f9c72f45b0657cd03d78c3a142
4Q438-259-7,98b49e3deedfa116d35b3c3cc71028e90b25923a1a2032ba47903ba1d1a77d
4Q438-259-8,4ddb9f20b6803bbbf9a890cdb119d14873827b4e44a579a9315a0ed6c0e33c
4Q438-259-9,8967b6dd71cb8d9dd023f0b0fcf2bb285cf921ea65a0dd47f7481c1b5c9d6fd4
4Q439-334-1,67d4e4ad2460ffa7cb519df27cbc3d73e94208c00c42a7c40fb605c8f824926f
4Q44-676-1-1,a750403bed3e65fb0a62a3c24c4a73599fad13f0eed2f4652c6d203f8aeb027
4Q44-676-1-2,4bcdc2bead6fa849ec3b90fbe36b9c17f672f1dac4d8a29cbfb2fff908fac4cf
4Q44-676-1-3,bba781eec9657d16bbfd7c43df1b30442b7f246752bbca2f5fad6c8370190875
4Q44-676-1-4,bef5d3fa28f4bbdf367c449c533d05f1ae0358d1bf7b4906d0945b0ddee34cad
4Q44-676-1,7fa930f78516dd02e9c54a919f86d0b1cb16d5697190f9f767369d357b2e13d2
4Q440-508-1,1fbe5a3ba2acfdcb57268131dbfb1795b17366d1c0a493b0efdbdf1d7b72470e
4Q442-492-2,f2c5c15c4cc7490bbcaefe90903ec66009828fadf35ca0a08f1668a1452f8a44
4Q444-194-1,73e02e1a5950c1460f016380892de603235d8554890a4b5e63af1252b613d8be
4Q444-194-4,4d8dc47480156f8d4011b58a206a656e0e23b9cc9ad7c6348ae93d3e9085d42f
4Q449-186-3,56b44ef0291188010d256f6036b07bdef3682b51309b855a89f2d1fd370b73b5
4Q449-186-4,d3ea069ed8cb8aa3276f29a79dfe2779cb18f77dec1e5738d51c05c01a7ec9c0
4Q450-186-1,8519fa4b69b250911e4794e7691ad3fb0b8ef49acb19a772b2d0f6c1acbb9cd
4Q450-186-2,b2fe46d31116211e644a749ccae9658e3acb82615d33e8dcfe3136669b0d5dec
4Q451-186-8,db83d3a95e0174f3437876ea743966478f062b627d26e7b2d84c50427679d858
4Q454-186-10,ef7abad8673b59c6f5334b197f55990d7f296766e8fb003190bb8281de51af5
4Q455-186-11,2ffd320a81c543de00fa1bc19680179b43fcd5eb45b17fe7d3e7e4cbbd850392
4Q456-186-5,6ba1e0d359ee33b392c781a7f59a37430af21a8388ba533493c2aebe517aa67d
4Q458-442-1,29d081871e1fe7fbf76476177871e4bc868507be23a12c619eba1109db98d3af
4Q458-442-2,ab8dffda7aaad333acbfb5e7a26d6c62721dbce1e723a34bcb719c602a826c78
4Q458-442-3,8eb0102685d698ab07666bb03b12bfb905d8e5ac8dea6d9728e93322b3ac8a35
4Q458-442-4,756dcef0dab1d41e7ac7fa1e648e0c1292c1248039a094299d1eede190d0d0ad
4Q458-442-5,8618397aea3a2da356ebccc8ea3a14176dc30ba9ea60bc59b96cd5b50c0855a
4Q458-442-6,24751646eef2b37efc63c6302aa6b047bda23bc123eb9dc041a6a4705b6c7462
4Q458-442-7,41a1fa6e6821da0beb51a8f3c16c270137b745dfbb8a3c8b7536fc12a0476208
4Q458-442-8,dd0028af8b31fd504061a5d0f0d1241c78682a0b49caf83b602eb08748a0da23
4Q458-442-9,c6a89e4949eb60d597ba6d45083e79074c4ff7338eb105e52fbf1083b9d7f586
4Q458-442-10,6b9b123b6cacebcf7c8edb5d829116831c0c13349cc2b83f488081458944c92b
4Q458-442-11,8e1a46b59f553cfb9f1aad82db85ef185dae553efdfaea7ec6f7165e74ead004
4Q458-442-12,739e2af3d9bbdc17aa4b36c0b049851869f410b1062096a186a4766198e4fd79
4Q458-442-13,1b2e021f1ba5f303b1b3eeab75e4bdf55de9d0948dc6fd55e0ee31305721f397
4Q458-442-14,8f3fd1fc66069a32d34b65424b71b81d0e45015f8930c2910e53a7bf9838eab8
4Q458-442-15,5368b600324127243d31358b3738c9c8e20aeb58861935995a5163dfe073eca
